best_reference_arm,category,chosen_arm,context,domain,effect_vs_gated,effect_vs_noalign,effect_vs_safe,experiment,gated,gated_interaction,gated_interaction_normalized,noalign,normalized_effect_vs_noalign,online_gain_vs_reference_noalign,online_regret_to_better_reference_arm,online_total_team_mean_payoff,payoff_prompt,reference_selection_regret,regret_to_better_fixed_arm,route_match,route_original,route_swapped,safe_interaction,safe_interaction_normalized,seed,selection_correct,temporal_replay_drift_gated,temporal_replay_drift_noalign
,anti,,p3_m07,,1.4933333333333332,0.2699999999999997,0.2699999999999997,p0,-0.31999999999999995,,,0.9033333333333334,0.07714285714285705,,,,1.1733333333333331,,-0.2699999999999997,,,,,,109,,-0.039999999999999925,-0.023333333333333095
,anti,,p3_m07,,1.2999999999999998,0.2500000000000001,0.19000000000000006,p0,-0.12333333333333332,,,0.9266666666666664,0.07142857142857147,,,,1.1766666666666665,,-0.2500000000000001,,,,,,110,,0.21,-0.12000000000000022
,anti,,p3_m07,,1.69,0.2999999999999997,0.35999999999999976,p0,-0.5333333333333333,,,0.8566666666666668,0.08571428571428563,,,,1.1566666666666665,,-0.2999999999999997,,,,,,111,,-0.22333333333333333,1.1102230246251565e-16
,anti,,p3_m08,,0.9099999999999999,-0.08999999999999964,-0.05333333333333323,p0,0.5666666666666667,,,1.5666666666666662,-0.03599999999999985,,,,1.4766666666666666,,0.08999999999999964,,,,,,102,,-0.01666666666666672,0.15999999999999992
,anti,,p3_m08,,0.8866666666666667,-0.10999999999999965,-0.12333333333333307,p0,0.5933333333333333,,,1.5899999999999996,-0.04399999999999986,,,,1.48,,0.10999999999999965,,,,,,103,,-0.2400000000000001,0.10000000000000009
,anti,,p3_m08,,0.8400000000000001,-0.19666666666666632,-0.21333333333333293,p0,0.6166666666666667,,,1.653333333333333,-0.07866666666666652,,,,1.4566666666666668,,0.19666666666666632,,,,,,104,,0.15000000000000002,0.013333333333332975
,anti,,p3_m08,,1.0299999999999998,-0.08333333333333326,-0.10333333333333328,p0,0.5966666666666666,,,1.7099999999999997,-0.033333333333333305,,,,1.6266666666666665,,0.08333333333333326,,,,,,105,,-0.13333333333333341,0.0
,anti,,p3_m08,,0.9699999999999999,-0.05999999999999983,-0.05666666666666664,p0,0.58,,,1.6099999999999997,-0.02399999999999993,,,,1.5499999999999998,,0.05999999999999983,,,,,,106,,0.16333333333333327,0.0033333333333334103
,anti,,p3_m08,,1.0099999999999998,0.15999999999999992,0.14333333333333353,p0,0.5133333333333333,,,1.3633333333333333,0.06399999999999997,,,,1.5233333333333332,,-0.15999999999999992,,,,,,107,,-0.18666666666666665,0.06333333333333346
,anti,,p3_m08,,0.8400000000000002,-0.016666666666666385,-0.0066666666666663765,p0,0.6,,,1.4566666666666666,-0.006666666666666554,,,,1.4400000000000002,,0.016666666666666385,,,,,,108,,0.0033333333333334103,0.01333333333333342
