method,seed,last_train_return,best_train_return,train_auc,stability_gap,last_test_return,best_test_return,last_llm_fd_shaping_triggers,last_llm_fd_shaping_penalty_total,last_llm_fd_shaping_terminal_bonus_total,last_llm_fd_shaping_episode_steps_total,last_llm_fd_shaping_avg_penalty_per_trigger,last_llm_fd_shaping_avg_steps_per_trigger,last_llm_fd_records
seedext10_lbforaging_Foraging-10x10-3p-3f-v3_random_type_budget_matched_0.0003_late045,11,0.1995,0.3858,0.1729473684210526,0.18629999999999997,0.1995,0.1995,3000.0,32.15403580645112,0.8948999999999722,153000.0,0.010718011935483707,51.0,3000.0
seedext10_lbforaging_Foraging-10x10-3p-3f-v3_random_type_budget_matched_0.0003_late045,12,0.3051,0.7378,0.22584210526315793,0.43270000000000003,0.3051,0.3051,3000.0,30.81771653225749,0.8918999999999725,153000.0,0.010272572177419163,51.0,3000.0
seedext10_lbforaging_Foraging-10x10-3p-3f-v3_random_type_budget_matched_0.0003_late045,13,0.2429,0.583,0.16963421052631578,0.34009999999999996,0.2429,0.2429,3000.0,32.933521451612336,0.8888999999999728,153000.0,0.01097784048387078,51.0,3000.0
seedext10_lbforaging_Foraging-10x10-3p-3f-v3_random_type_budget_matched_0.0003_late045,14,0.2438,0.4329,0.17491578947368422,0.18910000000000002,0.2438,0.2438,3000.0,33.80816569354797,0.8852999999999732,153000.0,0.01126938856451599,51.0,3000.0
seedext10_lbforaging_Foraging-10x10-3p-3f-v3_random_type_budget_matched_0.0003_late045,15,0.2058,0.4103,0.16398157894736845,0.2045,0.2058,0.2058,3000.0,31.48089749999937,0.8951999999999721,153000.0,0.010493632499999789,51.0,3000.0
seedext10_lbforaging_Foraging-10x10-3p-3f-v3_random_type_budget_matched_0.0003_late045,16,0.3318,0.5358,0.25602631578947366,0.20400000000000007,0.3318,0.3318,3000.0,31.29453362903166,0.8696999999999749,153000.0,0.01043151120967722,51.0,2957.6
seedext10_lbforaging_Foraging-10x10-3p-3f-v3_random_type_budget_matched_0.0003_late045,9,0.1652,0.3244,0.1550921052631579,0.1592,0.1652,0.1652,3000.0,34.03702161290263,0.8882999999999729,153000.0,0.011345673870967542,51.0,3000.0
seedext10_lbforaging_Foraging-10x10-3p-3f-v3_uniform_budget_matched_0.0003_late045,10,0.2817,0.5451,0.23520526315789467,0.2634,0.2817,0.2817,3000.0,35.43250499999864,0.0,153000.0,0.011810834999999548,51.0,2951.6
seedext10_lbforaging_Foraging-10x10-3p-3f-v3_uniform_budget_matched_0.0003_late045,11,0.2146,0.4064,0.17815789473684204,0.19179999999999997,0.2146,0.2146,3000.0,37.24020000000091,0.0,153000.0,0.012413400000000303,51.0,3000.0
seedext10_lbforaging_Foraging-10x10-3p-3f-v3_uniform_budget_matched_0.0003_late045,12,0.3512,0.6571,0.2281236842105264,0.3059,0.3512,0.3512,3000.0,36.55858500000015,0.0,153000.0,0.01218619500000005,51.0,3000.0
seedext10_lbforaging_Foraging-10x10-3p-3f-v3_uniform_budget_matched_0.0003_late045,13,0.2325,0.3576,0.15849473684210522,0.12509999999999996,0.2325,0.2325,3000.0,36.33750000000071,0.0,153000.0,0.012112500000000236,51.0,3000.0
seedext10_lbforaging_Foraging-10x10-3p-3f-v3_uniform_budget_matched_0.0003_late045,14,0.2686,0.5966,0.17684210526315788,0.328,0.2686,0.2686,3000.0,37.232550000000906,0.0,153000.0,0.012410850000000301,51.0,3000.0
seedext10_lbforaging_Foraging-10x10-3p-3f-v3_uniform_budget_matched_0.0003_late045,15,0.1704,0.2522,0.15584473684210529,0.08179999999999998,0.1704,0.1704,3000.0,37.186650000000895,0.0,153000.0,0.012395550000000298,51.0,3000.0
seedext10_lbforaging_Foraging-10x10-3p-3f-v3_uniform_budget_matched_0.0003_late045,16,0.2465,0.4616,0.19578157894736845,0.2151,0.2465,0.2465,3000.0,35.71325999999897,0.0,153000.0,0.011904419999999655,51.0,2969.2
seedext10_lbforaging_Foraging-10x10-3p-3f-v3_uniform_budget_matched_0.0003_late045,9,0.162,0.2731,0.13169736842105262,0.1111,0.162,0.162,3000.0,36.3069000000007,0.0,153000.0,0.012102300000000234,51.0,3000.0
sensitivity10ext_lbforaging_Foraging-10x10-3p-3f-v3_adaptive_0.0002_late045,5,0.1752,0.2578,0.15500789473684207,0.08259999999999998,0.1752,0.1752,3000.0,19.9885780645165,0.0,153000.0,0.006662859354838833,51.0,3000.0
sensitivity10ext_lbforaging_Foraging-10x10-3p-3f-v3_adaptive_0.0002_late045,6,0.3321,0.5368,0.2277894736842105,0.20470000000000005,0.3321,0.3321,3000.0,19.476248516129697,0.0,153000.0,0.006492082838709899,51.0,2995.2
sensitivity10ext_lbforaging_Foraging-10x10-3p-3f-v3_adaptive_0.0002_late045,7,0.3168,0.5046,0.23118947368421053,0.18780000000000002,0.3168,0.3168,3000.0,19.426261935484526,0.0,153000.0,0.006475420645161508,51.0,2996.6
sensitivity10ext_lbforaging_Foraging-10x10-3p-3f-v3_adaptive_0.0002_late045,8,0.1568,0.4071,0.15719210526315788,0.2503,0.1568,0.1568,3000.0,19.351407096774558,0.0,153000.0,0.006450469032258186,51.0,3000.0
sensitivity10ext_lbforaging_Foraging-10x10-3p-3f-v3_adaptive_0.0003_late060,5,0.321,0.5977,0.22036578947368418,0.2767,0.321,0.321,3000.0,29.63722529032137,0.0,153000.0,0.00987907509677379,51.0,3000.0
sensitivity10ext_lbforaging_Foraging-10x10-3p-3f-v3_adaptive_0.0003_late060,6,0.2692,0.3452,0.19007631578947368,0.07600000000000001,0.2692,0.2692,3000.0,29.585906129030903,0.0,153000.0,0.009861968709676967,51.0,3000.0
sensitivity10ext_lbforaging_Foraging-10x10-3p-3f-v3_adaptive_0.0003_late060,7,0.3837,0.7114,0.28149736842105255,0.32770000000000005,0.3837,0.3837,3000.0,29.617749870966506,0.0,153000.0,0.009872583290322168,51.0,3000.0
sensitivity10ext_lbforaging_Foraging-10x10-3p-3f-v3_adaptive_0.0003_late060,8,0.2176,0.265,0.19343157894736843,0.047400000000000025,0.2176,0.2176,3000.0,30.37706419354692,0.0,153000.0,0.01012568806451564,51.0,3000.0
sensitivity10ext_lbforaging_Foraging-10x10-3p-3f-v3_adaptive_0.0005_late045,5,0.2241,0.3632,0.16092105263157894,0.13910000000000003,0.2241,0.2241,3000.0,48.00185806451661,0.0,153000.0,0.01600061935483887,51.0,3000.0
sensitivity10ext_lbforaging_Foraging-10x10-3p-3f-v3_adaptive_0.0005_late045,6,0.1669,0.3012,0.12057105263157897,0.13430000000000003,0.1669,0.1669,3000.0,48.838998387097426,0.0,153000.0,0.016279666129032474,51.0,3000.0
sensitivity10ext_lbforaging_Foraging-10x10-3p-3f-v3_adaptive_0.0005_late045,7,0.2111,0.3109,0.16992368421052634,0.0998,0.2111,0.2111,3000.0,51.11343387096877,0.0,153000.0,0.017037811290322922,51.0,3000.0
sensitivity10ext_lbforaging_Foraging-10x10-3p-3f-v3_adaptive_0.0005_late045,8,0.4082,0.7118,0.2877131578947369,0.3036,0.4082,0.4082,3000.0,49.955816129032996,0.0,153000.0,0.016651938709677665,51.0,3000.0
