method,seed,last_train_return,best_train_return,train_auc,stability_gap,last_test_return,best_test_return,last_llm_fd_shaping_triggers,last_llm_fd_shaping_penalty_total,last_llm_fd_shaping_terminal_bonus_total,last_llm_fd_shaping_episode_steps_total,last_llm_fd_shaping_avg_penalty_per_trigger,last_llm_fd_shaping_avg_steps_per_trigger,last_llm_fd_records
vmascal_vmas-navigation_random_p0.0001,1,7.4671,11.6124,5.1036636363636365,4.145299999999999,7.4671,7.4671,1892.0,5.975189000000008,0.18579999999999586,91042.0,0.003158133720930237,48.11945031712474,1405.2
vmascal_vmas-navigation_random_p0.0001,2,7.9418,12.0465,5.781586363636364,4.1047,7.9418,7.9418,1896.0,5.927126225806455,0.18609999999999582,90858.0,0.003126121427113109,47.92088607594937,1391.4
vmascal_vmas-navigation_random_p0.0001,3,8.0578,11.7093,5.406,3.6515000000000004,8.0578,8.0578,1888.0,6.043329806451597,0.1861999999999958,91941.0,0.0032009162110442782,48.697563559322035,1399.0
vmascal_vmas-navigation_random_p0.0003,1,7.597,11.8323,5.035954545454545,4.2353,7.597,7.597,1877.0,17.209447596774297,0.5580000000000093,91590.0,0.009168592219911719,48.79595098561534,1404.6
vmascal_vmas-navigation_random_p0.0003,2,7.5874,11.9969,5.696568181818183,4.4095,7.5874,7.5874,1918.0,17.675262725806483,0.5622000000000088,91737.0,0.009215465446197332,47.82950990615224,1412.2
vmascal_vmas-navigation_random_p0.0003,3,8.2885,11.5702,5.382363636363636,3.281699999999999,8.2885,8.2885,1879.0,17.850990048387143,0.5544000000000097,91081.0,0.009500260802760587,48.47312400212879,1397.2
vmascal_vmas-navigation_uniform_p0.00001,1,6.5912,11.9799,4.54875,5.388700000000001,6.5912,6.5912,1899.0,0.6751010000000047,0.0002,91399.0,0.00035550342285413627,48.13006845708267,1405.2
vmascal_vmas-navigation_uniform_p0.00001,2,6.4624,11.9901,5.49105,5.5277,6.4624,6.4624,1889.0,0.6684185000000022,0.00035000000000000027,90863.0,0.0003538478030704088,48.10111169931181,1404.2
vmascal_vmas-navigation_uniform_p0.00001,3,7.6104,11.5385,5.066890909090909,3.9281000000000006,7.6104,7.6104,1857.0,0.6707225000000046,0.00018,91627.0,0.00036118605277329273,49.34141087775983,1384.8
vmascal_vmas-navigation_uniform_p0.00003,1,7.7733,11.9998,5.04279090909091,4.226500000000001,7.7733,7.7733,1878.0,2.01428850000005,0.0010199999999999999,91069.0,0.0010725710862620073,48.49254526091587,1404.6
vmascal_vmas-navigation_uniform_p0.00003,2,6.9703,11.8089,5.398218181818181,4.8386,6.9703,6.9703,1907.0,1.9930245000000546,0.0008699999999999998,90938.0,0.0010451098584163894,47.686418458311486,1400.8
vmascal_vmas-navigation_uniform_p0.00003,3,6.3927,11.4132,4.656872727272728,5.0205,6.3927,6.3927,1884.0,2.024238000000054,0.0007799999999999999,91859.0,0.0010744363057325129,48.75743099787686,1401.8
vmascal_vmas-navigation_uniform_p0.0001,1,6.9271,11.7408,4.954836363636363,4.8137,6.9271,6.9271,1898.0,6.753940000000021,0.0025999999999999994,91692.0,0.003558451001053752,48.30979978925184,1408.0
vmascal_vmas-navigation_uniform_p0.0001,2,6.5898,11.8114,5.042440909090909,5.2216000000000005,6.5898,6.5898,1861.0,6.653290000000028,0.0035999999999999977,90170.0,0.0035751155292853454,48.4524449220849,1383.8
vmascal_vmas-navigation_uniform_p0.0001,3,7.877,11.5764,5.185077272727272,3.6994,7.877,7.877,1845.0,6.732200000000042,0.0017000000000000006,91176.0,0.003648888888888912,49.417886178861785,1378.0
vmascal_vmas-navigation_uniform_p0.0003,1,7.894,11.7473,5.0404,3.853299999999999,7.894,7.894,1891.0,20.228039999999986,0.0087,91097.0,0.01069700687466948,48.17398202009519,1397.6
vmascal_vmas-navigation_uniform_p0.0003,2,8.339,11.7429,5.756677272727273,3.4039,8.339,8.339,1908.0,20.261489999999952,0.0087,91884.0,0.010619229559748403,48.15723270440252,1413.4
vmascal_vmas-navigation_uniform_p0.0003,3,6.3824,11.6205,4.699277272727273,5.2381,6.3824,6.3824,1862.0,20.075279999999992,0.006599999999999999,91027.0,0.010781568206229856,48.88668098818475,1383.8
